"","time","female","age","wage","ltime"
"1320",91,1,31,70.9000015258789,4.51085948944092
"1321",2073,0,27,61.7000007629395,7.63675212860107
"1322",563,0,37,42.9000015258789,6.33327960968018
"1323",32,1,31,55.5999984741211,3.465735912323
"1324",80,0,39,95.9000015258789,4.38202667236328
"1325",1004,1,31,0,6.91174745559692
"1326",115,0,37,86.6999969482422,4.74493217468262
"1327",41,1,43,55.0999984741211,3.71357202529907
"1328",185,1,43,106.599998474121,5.22035598754883
"1329",123,0,27,10.1999998092651,4.81218433380127
"1330",185,1,42,93.4000015258789,5.22035598754883
"1331",53,0,30,64.3000030517578,3.97029185295105
"1332",99,0,28,108.199996948242,4.59511995315552
"1333",1246,1,29,48.5,7.12769365310669
"1334",77,0,42,97.4000015258789,4.34380531311035
"1335",722,1,29,47.4000015258789,6.58202505111694
"1336",11,0,42,100.5,2.39789533615112
"1337",1096,1,36,41.7999992370605,6.99942255020142
"1338",71,0,29,11.6999998092651,4.26268005371094
"1339",96,0,37,75,4.5643482208252
"1340",366,0,44,84.6999969482422,5.90263319015503
"1341",832,0,27,38.2999992370605,6.72383260726929
"1342",760,1,48,37.7999992370605,6.63331842422485
"1343",58,0,43,81.0999984741211,4.06044292449951
"1344",889,0,49,62.2000007629395,6.7900972366333
"1345",1765,0,45,39.2999992370605,7.47590589523315
"1346",246,1,39,19.8999996185303,5.50533151626587
"1347",125,1,40,23,4.82831382751465
"1348",20,1,26,55.5999984741211,2.99573230743408
"1349",347,1,41,35.2000007629395,5.84932470321655
"1350",1917,1,33,68.9000015258789,7.55851697921753
"1351",9,1,36,31.6000003814697,2.19722461700439
"1352",66,0,38,86.6999969482422,4.18965482711792
"1353",761,1,47,46.4000015258789,6.63463354110718
"1354",1341,1,48,50,7.20117092132568
"1355",215,1,40,81.5999984741211,5.37063789367676
"1356",547,1,30,95.4000015258789,6.30444860458374
"1357",219,0,34,58.2000007629395,5.38907194137573
"1358",47,0,32,37.7999992370605,3.85014748573303
"1359",431,0,33,48.5,6.06610822677612
"1360",994,1,31,0,6.90173721313477
"1361",1156,0,30,25,7.05272102355957
"1362",123,0,34,115.800003051758,4.81218433380127
"1363",761,1,46,19.8999996185303,6.63463354110718
"1364",106,1,41,40.2999992370605,4.66343927383423
"1365",213,1,32,81.5999984741211,5.36129236221313
"1366",279,0,46,0,5.63121175765991
"1367",438,0,31,0,6.08221912384033
"1368",10,1,37,43.4000015258789,2.30258512496948
"1369",890,1,47,43.9000015258789,6.79122161865234
"1370",274,1,34,38.7999992370605,5.61312818527222
"1371",10,0,32,57.7000007629395,2.30258512496948
"1372",188,1,33,109.699996948242,5.23644208908081
"1373",728,0,34,111.699996948242,6.59030103683472
"1374",401,1,27,35.7000007629395,5.99396133422852
"1375",338,0,34,63.2999992370605,5.82304573059082
"1376",639,1,36,0,6.45990467071533
"1377",1211,0,45,80.5999984741211,7.09920167922974
"1378",380,0,35,136.199996948242,5.94017124176025
"1379",246,0,29,65.3000030517578,5.50533151626587
"1380",319,0,35,18.3999996185303,5.76519107818604
"1381",1750,0,48,0,7.46737098693848
"1382",1645,1,28,96.9000015258789,7.40549564361572
"1383",10,0,37,62.7999992370605,2.30258512496948
"1384",128,0,30,75.5,4.8520302772522
"1385",31,0,35,134.699996948242,3.43398714065552
"1386",31,1,28,41.7999992370605,3.43398714065552
"1387",823,1,46,40.7999992370605,6.71295642852783
"1388",259,1,33,28.1000003814697,5.55682802200317
"1389",503,0,26,69.4000015258789,6.22059011459351
"1390",108,0,40,55.0999984741211,4.68213129043579
"1391",184,1,45,36.7000007629395,5.21493577957153
"1392",39,0,33,38.7999992370605,3.66356158256531
"1393",639,1,30,75.5,6.45990467071533
"1394",182,1,30,40.2999992370605,5.20400667190552
"1395",30,1,31,47.4000015258789,3.40119743347168
"1396",364,1,40,80.0999984741211,5.89715385437012
"1397",617,1,27,16.7999992370605,6.42486906051636
"1398",1613,0,39,61.7000007629395,7.38585090637207
"1399",122,0,39,89.3000030517578,4.80402088165283
"1400",263,0,29,89.8000030517578,5.57215404510498
"1401",70,0,46,77.5999984741211,4.24849510192871
"1402",577,0,46,84.1999969482422,6.35784244537354
"1403",61,1,29,62.7999992370605,4.11087369918823
"1404",546,0,46,101,6.30261898040771
"1405",614,0,39,88.3000030517578,6.41999483108521
"1406",1096,1,34,18.3999996185303,6.99942255020142
"1407",1071,1,46,69.4000015258789,6.97634792327881
"1408",331,0,46,49,5.8021183013916
"1409",230,0,45,74.5,5.43807935714722
"1410",45,0,27,53.0999984741211,3.80666255950928
"1411",80,0,29,67.9000015258789,4.38202667236328
"1412",245,1,33,110.699996948242,5.5012583732605
"1413",90,0,47,132.100006103516,4.49980974197388
"1414",126,0,26,67.3000030517578,4.83628177642822
"1415",372,0,27,57.0999984741211,5.91889381408691
"1416",32,0,30,104.099998474121,3.465735912323
"1417",305,1,37,71.9000015258789,5.72031164169312
"1418",278,0,32,70.4000015258789,5.62762117385864
"1419",1524,0,48,51,7.32909393310547
"1420",224,0,40,117.900001525879,5.41164588928223
"1421",879,0,49,33.7000007629395,6.77878475189209
"1422",366,0,27,65.3000030517578,5.90263319015503
"1423",43,0,40,102,3.76120018959045
"1424",307,0,39,89.8000030517578,5.72684764862061
"1425",550,1,39,24,6.30991840362549
"1426",1469,0,48,0,7.29233694076538
"1427",69,0,29,75.5,4.23410654067993
"1428",550,1,47,59.7000007629395,6.30991840362549
"1429",809,1,32,116.300003051758,6.69579887390137
"1430",822,0,36,71.9000015258789,6.71174049377441
"1431",618,1,31,0,6.42648839950562
"1432",1886,0,28,0,7.54221343994141
"1433",738,0,32,81.5999984741211,6.60394382476807
"1434",122,0,26,57.7000007629395,4.80402088165283
"1435",161,0,30,0,5.08140420913696
"1436",33,1,38,49,3.49650764465332
"1437",122,1,31,96.9000015258789,4.80402088165283
"1438",479,0,42,55.5999984741211,6.1717004776001
"1439",678,0,36,56.0999984741211,6.51914739608765
"1440",1435,1,29,88.3000030517578,7.26891994476318
"1441",118,0,30,87.8000030517578,4.77068471908569
"1442",227,0,35,53.0999984741211,5.42495012283325
"1443",91,1,47,61.2000007629395,4.51085948944092
"1444",2116,0,49,68.9000015258789,7.65728282928467
"1445",91,1,28,65.8000030517578,4.51085948944092
"1446",321,1,30,52,5.7714409828186
"1447",401,0,43,82.6999969482422,5.99396133422852
"1448",305,0,34,137.800003051758,5.72031164169312
"1449",127,1,33,66.3000030517578,4.84418725967407
"1450",79,1,36,44.9000015258789,4.36944770812988
"1451",351,1,27,0,5.86078643798828
"1452",993,0,32,46.9000015258789,6.9007306098938
"1453",915,0,35,17.8999996185303,6.81892395019531
"1454",565,0,29,0,6.33682584762573
"1455",589,0,30,43.9000015258789,6.37842607498169
"1456",547,1,30,39.7999992370605,6.30444860458374
"1457",93,0,36,96.9000015258789,4.53259944915771
"1458",396,0,39,107.699996948242,5.98141431808472
"1459",1004,0,46,58.7000007629395,6.91174745559692
"1460",152,0,33,15.3000001907349,5.02388048171997
"1461",36,1,39,68.9000015258789,3.58351898193359
"1462",391,0,47,46.4000015258789,5.96870756149292
"1463",388,0,48,93.4000015258789,5.96100521087646
"1464",39,1,26,30.6000003814697,3.66356158256531
"1465",250,1,33,72.4000015258789,5.52146100997925
"1466",164,1,41,25.5,5.09986639022827
"1467",17,0,47,100,2.83321332931519
"1468",1888,1,40,0,7.54327344894409
"1469",517,1,42,26,6.24804306030273
"1470",670,0,29,65.8000030517578,6.5072774887085
"1471",8,0,36,17.8999996185303,2.0794415473938
"1472",1460,0,42,110.699996948242,7.28619194030762
"1473",97,0,35,106.599998474121,4.57471084594727
"1474",887,1,26,0,6.78784513473511
"1475",305,0,39,66.3000030517578,5.72031164169312
"1476",1658,1,33,0,7.41336727142334
"1477",750,1,26,67.3000030517578,6.62007331848145
"1478",92,0,38,47.4000015258789,4.52178859710693
"1479",1079,0,39,65.3000030517578,6.98378992080688
"1480",616,1,39,52.5999984741211,6.42324686050415
"1481",31,0,30,41.7999992370605,3.43398714065552
"1482",47,0,26,78.0999984741211,3.85014748573303
"1483",17,1,34,27.6000003814697,2.83321332931519
"1484",236,1,36,102,5.46383190155029
"1485",228,1,27,16.7999992370605,5.42934560775757
"1486",62,1,44,44.4000015258789,4.12713432312012
"1487",160,1,27,36.2000007629395,5.07517385482788
"1488",366,1,26,108.199996948242,5.90263319015503
"1489",91,1,32,51,4.51085948944092
"1490",629,0,41,133.699996948242,6.44413137435913
"1491",342,0,34,0.5,5.83481073379517
"1492",56,0,28,70.9000015258789,4.02535152435303
"1493",372,1,28,0,5.91889381408691
"1494",90,0,36,97.4000015258789,4.49980974197388
"1495",916,1,33,16.7999992370605,6.82001638412476
"1496",1127,1,34,0,7.02731466293335
"1497",716,1,29,46.4000015258789,6.57368040084839
"1498",133,0,41,53.0999984741211,4.8903489112854
"1499",93,0,43,103.599998474121,4.53259944915771
"1500",458,1,45,204.100006103516,6.12686920166016
"1501",773,1,33,60.2000007629395,6.65027904510498
"1502",441,0,33,87.1999969482422,6.08904504776001
"1503",1477,0,45,204.100006103516,7.29776811599731
"1504",578,1,33,53.0999984741211,6.35957384109497
"1505",185,0,30,19.3999996185303,5.22035598754883
"1506",21,1,43,93.4000015258789,3.04452252388
"1507",88,0,29,90.3000030517578,4.47733688354492
"1508",113,0,30,58.2000007629395,4.72738790512085
"1509",1784,0,30,77,7.48661327362061
"1510",1497,1,28,72.4000015258789,7.31121826171875
"1511",123,0,26,46.9000015258789,4.81218433380127
"1512",458,1,29,0,6.12686920166016
"1513",76,0,27,60.2000007629395,4.33073329925537
"1514",31,1,30,47.4000015258789,3.43398714065552
"1515",882,1,36,34.2000007629395,6.78219223022461
"1516",98,0,31,78.0999984741211,4.58496761322021
"1517",75,0,28,86.6999969482422,4.31748819351196
"1518",110,0,34,60.7000007629395,4.70048046112061
"1519",346,0,38,55.0999984741211,5.84643888473511
"1520",731,1,29,75,6.59441328048706
"1521",565,0,45,0,6.33682584762573
"1522",413,0,40,110.199996948242,6.02344751358032
"1523",719,1,29,64.8000030517578,6.57786130905151
"1524",1322,0,33,72.4000015258789,7.1869010925293
"1525",487,1,45,91.3000030517578,6.18826389312744
"1526",67,1,44,118.900001525879,4.20469284057617
"1527",1315,0,38,0,7.18159198760986
"1528",1268,1,31,0,7.14519596099854
"1529",228,0,38,105.599998474121,5.42934560775757
"1530",1460,1,49,30.1000003814697,7.28619194030762
"1531",517,1,42,39.2999992370605,6.24804306030273
"1532",647,0,43,109.699996948242,6.47234630584717
"1533",958,0,44,84.1999969482422,6.8648476600647
"1534",747,0,26,69.4000015258789,6.61606502532959
"1535",1369,0,49,112.199996948242,7.22183561325073
"1536",125,0,38,86.6999969482422,4.82831382751465
"1537",46,0,28,87.8000030517578,3.82864141464233
"1538",213,1,38,30.1000003814697,5.36129236221313
"1539",486,0,43,61.7000007629395,6.18620872497559
"1540",1460,0,27,15.3000001907349,7.28619194030762
"1541",17,0,33,50,2.83321332931519
"1542",211,0,49,98.5,5.35185813903809
"1543",534,0,33,77,6.28039598464966
"1544",957,0,42,38.7999992370605,6.86380338668823
"1545",122,1,39,39.7999992370605,4.80402088165283
"1546",133,1,28,15.8000001907349,4.8903489112854
"1547",731,1,47,29.6000003814697,6.59441328048706
"1548",27,0,35,55.5999984741211,3.29583692550659
"1549",14,1,27,53.5999984741211,2.63905739784241
"1550",595,0,29,53.0999984741211,6.3885612487793
"1551",18,0,31,0,2.89037179946899
"1552",190,1,27,34.7000007629395,5.24702405929565
"1553",553,1,30,101.5,6.31535816192627
"1554",154,0,26,0,5.03695249557495
"1555",76,0,26,106.599998474121,4.33073329925537
"1556",38,0,28,65.8000030517578,3.63758611679077
"1557",50,0,37,74.5,3.91202306747437
"1558",42,1,46,70.4000015258789,3.7376697063446
"1559",101,1,28,0,4.61512041091919
"1560",1582,0,45,79.5999984741211,7.36644506454468
"1561",60,1,30,59.7000007629395,4.09434461593628
"1562",186,0,29,99,5.22574663162231
"1563",793,0,38,204.100006103516,6.67582321166992
"1564",76,1,32,0,4.33073329925537
"1565",137,1,37,38.7999992370605,4.91998100280762
"1566",72,1,27,62.2000007629395,4.27666616439819
"1567",1604,0,46,95.9000015258789,7.38025569915771
"1568",17,0,45,60.2000007629395,2.83321332931519
"1569",1994,1,39,0,7.59789800643921
"1570",45,0,32,77,3.80666255950928
"1571",70,1,26,0,4.24849510192871
"1572",49,0,33,117.900001525879,3.89182019233704
"1573",243,0,42,82.6999969482422,5.49306154251099
"1574",335,1,30,0,5.8141303062439
"1575",198,0,35,70.4000015258789,5.28826713562012
"1576",408,1,30,0,6.01126718521118
"1577",47,0,47,23.5,3.85014748573303
"1578",312,0,49,94.9000015258789,5.74300336837769
"1579",56,0,29,73,4.02535152435303
"1580",92,0,35,76.5,4.52178859710693
"1581",233,0,41,59.7000007629395,5.4510383605957
"1582",782,0,34,95.4000015258789,6.66185474395752
"1583",1480,1,30,0,7.29979753494263
"1584",1058,0,44,67.9000015258789,6.96413564682007
"1585",504,1,42,30.6000003814697,6.22257614135742
"1586",791,0,42,13.3000001907349,6.67329788208008
"1587",1280,0,29,33.2000007629395,7.15461540222168
"1588",15,0,32,101.5,2.70805025100708
"1589",157,0,27,73.5,5.05624580383301
"1590",62,1,31,13.3000001907349,4.12713432312012
"1591",108,0,29,93.9000015258789,4.68213129043579
"1592",42,1,48,47.4000015258789,3.7376697063446
"1593",121,0,40,41.7999992370605,4.79579067230225
"1594",1156,1,44,42.9000015258789,7.05272102355957
"1595",31,1,27,10.1999998092651,3.43398714065552
"1596",22,1,39,43.9000015258789,3.09104251861572
"1597",733,0,39,120.400001525879,6.59714555740356
"1598",32,1,45,24.5,3.465735912323
"1599",41,0,37,82.6999969482422,3.71357202529907
"1600",701,1,33,103.099998474121,6.55250787734985
"1601",1264,0,37,59.2000007629395,7.14203643798828
"1602",1157,1,27,66.8000030517578,7.05358552932739
"1603",45,0,26,40.2999992370605,3.80666255950928
"1604",258,1,26,59.7000007629395,5.55295944213867
"1605",166,0,39,50.5,5.11198759078979
"1606",43,1,34,66.3000030517578,3.76120018959045
"1607",1005,1,48,51,6.91274261474609
"1608",166,1,44,75.5,5.11198759078979
"1609",1112,0,46,54.0999984741211,7.01391553878784
"1610",819,0,48,104.099998474121,6.70808410644531
"1611",135,1,34,59.2000007629395,4.90527486801147
"1612",63,0,45,134.699996948242,4.14313459396362
"1613",44,0,32,60.7000007629395,3.78418970108032
"1614",79,0,27,63.7999992370605,4.36944770812988
"1615",1006,0,30,47.4000015258789,6.91373729705811
"1616",228,0,38,52,5.42934560775757
"1617",1793,1,29,53.0999984741211,7.49164533615112
"1618",90,0,28,76.5,4.49980974197388
"1619",1917,0,43,49.5,7.55851697921753
"1620",77,0,33,87.1999969482422,4.34380531311035
"1621",668,1,47,59.2000007629395,6.50428819656372
"1622",1825,1,48,0,7.50933504104614
"1623",228,0,29,61.2000007629395,5.42934560775757
"1624",344,1,39,12.1999998092651,5.84064149856567
"1625",61,0,32,98.5,4.11087369918823
"1626",106,0,43,76,4.66343927383423
"1627",1593,1,32,0,7.37337446212769
"1628",1362,0,26,40.7999992370605,7.21670961380005
"1629",117,0,26,48.5,4.76217412948608
"1630",1947,1,37,0,7.57404518127441
"1631",275,0,38,93.4000015258789,5.61677122116089
"1632",791,0,26,59.7000007629395,6.67329788208008
"1633",1838,1,27,46.4000015258789,7.51643323898315
"1634",201,0,41,111.199996948242,5.30330467224121
"1635",17,0,31,80.0999984741211,2.83321332931519
"1636",392,1,30,0,5.97126197814941
"1637",31,1,37,67.3000030517578,3.43398714065552
"1638",920,0,26,67.9000015258789,6.82437372207642
"1639",93,1,49,67.3000030517578,4.53259944915771
"1640",838,1,28,0,6.73101806640625
"1641",381,1,32,0,5.94279956817627
"1642",22,0,26,64.3000030517578,3.09104251861572
"1643",372,0,31,46.4000015258789,5.91889381408691
"1644",42,0,35,91.3000030517578,3.7376697063446
"1645",65,1,42,37.7999992370605,4.17438745498657
"1646",253,0,41,44.4000015258789,5.53338956832886
"1647",92,1,30,0,4.52178859710693
"1648",460,1,40,0,6.13122653961182
"1649",146,0,29,99,4.98360681533813
"1650",717,0,44,71.9000015258789,6.57507562637329
"1651",57,0,36,75,4.04305124282837
"1652",169,0,43,79.0999984741211,5.12989854812622
"1653",274,1,49,71.4000015258789,5.61312818527222
"1654",30,0,29,87.8000030517578,3.40119743347168
"1655",17,0,30,79.0999984741211,2.83321332931519
"1656",803,0,49,0,6.6883544921875
"1657",1149,1,30,0,7.04664707183838
"1658",855,1,29,0,6.75110149383545
"1659",486,0,26,62.2000007629395,6.18620872497559
"1660",60,0,27,86.1999969482422,4.09434461593628
"1661",372,0,31,84.1999969482422,5.91889381408691
"1662",992,1,34,55.5999984741211,6.89972305297852
"1663",27,0,27,60.7000007629395,3.29583692550659
"1664",123,1,27,54.0999984741211,4.81218433380127
"1665",29,1,35,51.5,3.36729574203491
"1666",502,1,40,69.9000015258789,6.21860027313232
"1667",329,1,32,0,5.79605770111084
"1668",106,0,36,134.699996948242,4.66343927383423
"1669",453,0,35,63.7999992370605,6.11589193344116
"1670",85,0,38,100,4.44265127182007
"1671",1127,1,47,35.2000007629395,7.02731466293335
"1672",1720,1,41,35.7000007629395,7.45007944107056
"1673",138,1,43,55.5999984741211,4.92725372314453
"1674",701,0,46,91.3000030517578,6.55250787734985
"1675",335,0,36,83.1999969482422,5.8141303062439
"1676",91,1,43,32.7000007629395,4.51085948944092
"1677",366,0,30,60.2000007629395,5.90263319015503
"1678",366,0,36,55.5999984741211,5.90263319015503
"1679",305,0,35,61.7000007629395,5.72031164169312
"1680",536,0,32,59.2000007629395,6.28413438796997
"1681",45,0,27,83.6999969482422,3.80666255950928
"1682",245,0,27,92.3000030517578,5.5012583732605
"1683",60,1,48,37.2000007629395,4.09434461593628
"1684",62,1,36,63.2999992370605,4.12713432312012
"1685",304,1,41,98.5,5.71702766418457
"1686",2008,1,44,29.1000003814697,7.60489463806152
"1687",140,0,49,47.4000015258789,4.94164228439331
"1688",1552,0,43,122.400001525879,7.34729957580566
"1689",1552,0,45,41.7999992370605,7.34729957580566
"1690",93,1,30,78.5999984741211,4.53259944915771
"1691",683,1,39,66.8000030517578,6.5264949798584
"1692",885,1,30,0,6.78558778762817
"1693",17,0,48,21.8999996185303,2.83321332931519
"1694",15,0,35,130.100006103516,2.70805025100708
"1695",97,0,40,72.4000015258789,4.57471084594727
"1696",199,0,31,66.8000030517578,5.29330492019653
"1697",1613,1,38,53.5999984741211,7.38585090637207
"1698",87,0,28,72.4000015258789,4.46590805053711
"1699",77,0,30,74,4.34380531311035
"1700",35,0,30,74,3.55534815788269
"1701",1705,0,36,65.3000030517578,7.44132041931152
"1702",1101,0,36,18.3999996185303,7.00397396087646
"1703",673,1,46,25,6.51174545288086
"1704",204,0,35,44.4000015258789,5.31812000274658
"1705",1180,1,42,36.7000007629395,7.07326984405518
"1706",674,1,34,0,6.5132303237915
"1707",306,0,27,69.9000015258789,5.72358512878418
"1708",213,0,48,93.9000015258789,5.36129236221313
"1709",93,0,29,64.3000030517578,4.53259944915771
"1710",152,1,26,25.5,5.02388048171997
"1711",49,0,35,62.7999992370605,3.89182019233704
"1712",1642,1,35,89.3000030517578,7.40367031097412
"1713",701,0,38,88.3000030517578,6.55250787734985
"1714",158,1,26,56.0999984741211,5.06259489059448
"1715",91,1,38,83.6999969482422,4.51085948944092
"1716",60,0,43,69.9000015258789,4.09434461593628
"1717",777,1,46,79.5999984741211,6.65544033050537
"1718",182,1,33,73,5.20400667190552
"1719",80,0,27,101,4.38202667236328
"1720",608,0,48,75,6.41017484664917
"1721",49,1,49,50.5,3.89182019233704
"1722",1794,0,26,47.4000015258789,7.49220323562622
"1723",280,1,42,28.6000003814697,5.63478946685791
"1724",867,1,43,25,6.76503896713257
"1725",364,1,37,0,5.89715385437012
"1726",1522,0,32,97.4000015258789,7.32778072357178
"1727",62,0,48,134.699996948242,4.12713432312012
"1728",1064,1,48,43.9000015258789,6.9697904586792
"1729",1359,1,27,24,7.21450424194336
"1730",154,0,29,80.0999984741211,5.03695249557495
"1731",9,0,33,77,2.19722461700439
"1732",1735,0,48,46.4000015258789,7.45876264572144
"1733",31,0,35,72.4000015258789,3.43398714065552
"1734",32,0,38,78.5999984741211,3.465735912323
"1735",43,1,47,60.7000007629395,3.76120018959045
"1736",120,1,41,76,4.78749179840088
"1737",45,0,44,77.5999984741211,3.80666255950928
"1738",306,1,27,46.9000015258789,5.72358512878418
"1739",53,0,37,71.9000015258789,3.97029185295105
"1740",456,0,36,93.4000015258789,6.12249279022217
"1741",40,0,41,71.9000015258789,3.68887948989868
"1742",48,0,49,86.1999969482422,3.8712010383606
"1743",91,0,29,80.0999984741211,4.51085948944092
"1744",136,1,32,44.9000015258789,4.91265487670898
"1745",33,0,29,56.0999984741211,3.49650764465332
"1746",522,1,48,42.2999992370605,6.25766754150391
"1747",48,1,41,76.5,3.8712010383606
"1748",521,0,26,48.5,6.25575017929077
"1749",32,0,32,106.599998474121,3.465735912323
"1750",1709,0,38,71.9000015258789,7.44366359710693
"1751",911,0,38,51.5,6.81454277038574
"1752",42,0,28,88.8000030517578,3.7376697063446
"1753",82,0,33,71.4000015258789,4.40671920776367
"1754",32,1,29,56.5999984741211,3.465735912323
"1755",884,0,37,125,6.78445720672607
"1756",42,0,27,57.0999984741211,3.7376697063446
"1757",137,1,42,16.7999992370605,4.91998100280762
"1758",604,0,27,73.5,6.40357398986816
"1759",397,0,37,53.0999984741211,5.98393630981445
"1760",1963,1,38,57.0999984741211,7.58222913742065
"1761",404,0,44,74.5,6.00141477584839
"1762",70,0,36,79.5999984741211,4.24849510192871
"1763",312,1,28,53.0999984741211,5.74300336837769
"1764",47,0,31,84.6999969482422,3.85014748573303
"1765",159,1,33,78.0999984741211,5.06890439987183
"1766",72,0,28,24.5,4.27666616439819
"1767",118,0,29,67.9000015258789,4.77068471908569
"1768",123,0,37,92.3000030517578,4.81218433380127
"1769",410,1,45,83.1999969482422,6.01615715026855
"1770",128,0,31,51,4.8520302772522
"1771",1135,1,29,0,7.03438806533813
"1772",257,0,27,92.9000015258789,5.54907608032227
"1773",276,0,37,99,5.62040090560913
"1774",72,0,40,66.3000030517578,4.27666616439819
"1775",244,0,43,55.5999984741211,5.49716806411743
"1776",158,1,29,83.6999969482422,5.06259489059448
"1777",64,0,29,68.9000015258789,4.1588830947876
"1778",731,0,36,39.7999992370605,6.59441328048706
"1779",88,0,47,111.199996948242,4.47733688354492
"1780",59,0,35,67.3000030517578,4.07753753662109
"1781",1308,1,46,62.2000007629395,7.1762547492981
"1782",1552,0,39,0,7.34729957580566
"1783",178,0,31,54.0999984741211,5.18178367614746
"1784",1406,0,36,50.5,7.24850416183472
"1785",581,0,43,83.6999969482422,6.36475086212158
"1786",397,0,35,64.8000030517578,5.98393630981445
"1787",1552,0,35,42.2999992370605,7.34729957580566
"1788",588,0,29,46.4000015258789,6.37672710418701
"1789",1325,1,29,67.9000015258789,7.18916797637939
"1790",1623,1,28,0,7.3920316696167
"1791",458,0,29,41.2999992370605,6.12686920166016
"1792",61,0,32,60.7000007629395,4.11087369918823
"1793",541,1,36,54.0999984741211,6.2934193611145
"1794",263,0,28,0,5.57215404510498
"1795",1157,1,35,61.7000007629395,7.05358552932739
"1796",29,0,38,77,3.36729574203491
"1797",375,0,46,0,5.92692613601685
"1798",126,0,40,89.3000030517578,4.83628177642822
"1799",7,0,33,132.100006103516,1.94591009616852
"1800",154,0,31,69.4000015258789,5.03695249557495
"1801",155,1,29,0,5.0434250831604
"1802",275,1,32,118.900001525879,5.61677122116089
"1803",171,0,27,95.4000015258789,5.14166355133057
"1804",1474,0,42,106.599998474121,7.29573488235474
"1805",1007,0,27,81.5999984741211,6.9147310256958
"1806",121,1,41,40.2999992370605,4.79579067230225
"1807",2058,0,34,0,7.62948989868164
"1808",53,1,44,67.9000015258789,3.97029185295105
"1809",62,0,32,76,4.12713432312012
"1810",213,1,41,63.7999992370605,5.36129236221313
"1811",336,0,34,81.0999984741211,5.81711101531982
"1812",514,0,31,64.8000030517578,6.24222326278687
"1813",1027,0,45,0,6.93439722061157
"1814",91,0,36,204.100006103516,4.51085948944092
"1815",244,0,27,71.4000015258789,5.49716806411743
"1816",93,0,45,67.3000030517578,4.53259944915771
"1817",683,1,47,29.1000003814697,6.5264949798584
"1818",55,0,30,69.4000015258789,4.00733327865601
"1819",1854,0,44,79.5999984741211,7.52510070800781
"1820",427,1,26,77.5999984741211,6.05678415298462
"1821",214,0,35,61.2000007629395,5.36597585678101
"1822",89,1,32,0,4.48863649368286
"1823",6,0,27,65.8000030517578,1.7917594909668
"1824",98,1,32,71.4000015258789,4.58496761322021
"1825",94,1,37,30.1000003814697,4.54329490661621
"1826",243,0,47,59.7000007629395,5.49306154251099
"1827",247,0,26,57.0999984741211,5.50938844680786
"1828",182,1,26,72.4000015258789,5.20400667190552
"1829",800,1,26,0,6.68461179733276
"1830",81,0,42,0,4.39444923400879
"1831",4,1,41,48,1.3862943649292
"1832",98,0,26,82.6999969482422,4.58496761322021
"1833",155,1,41,40.2999992370605,5.0434250831604
"1834",92,1,28,26,4.52178859710693
"1835",400,0,27,85.1999969482422,5.99146461486816
"1836",45,1,28,60.2000007629395,3.80666255950928
"1837",49,0,39,110.699996948242,3.89182019233704
"1838",1873,0,31,52.5999984741211,7.53529691696167
"1839",242,1,31,39.7999992370605,5.48893785476685
"1840",843,1,35,0,6.73696708679199
"1841",179,0,48,63.2999992370605,5.18738603591919
"1842",458,0,44,117.900001525879,6.12686920166016
"1843",136,1,27,63.7999992370605,4.91265487670898
"1844",18,1,28,65.3000030517578,2.89037179946899
"1845",942,0,29,69.4000015258789,6.8480052947998
"1846",1741,0,32,42.9000015258789,7.46221494674683
"1847",1720,1,36,0,7.45007944107056
"1848",1636,1,30,87.8000030517578,7.4000096321106
"1849",28,0,34,55.0999984741211,3.33220458030701
"1850",198,1,30,76.5,5.28826713562012
"1851",63,0,34,89.3000030517578,4.14313459396362
"1852",364,0,47,71.9000015258789,5.89715385437012
"1853",101,1,40,85.1999969482422,4.61512041091919
"1854",787,0,34,75.5,6.66822814941406
"1855",47,0,44,88.3000030517578,3.85014748573303
"1856",54,0,27,66.3000030517578,3.98898410797119
"1857",829,1,47,58.2000007629395,6.72022008895874
"1858",32,0,28,62.2000007629395,3.465735912323
"1859",93,1,28,72.4000015258789,4.53259944915771
"1860",1244,1,44,45.4000015258789,7.1260871887207
"1861",624,0,39,71.9000015258789,6.43615055084229
"1862",1106,0,31,52.5999984741211,7.00850534439087
"1863",364,1,35,95.9000015258789,5.89715385437012
"1864",465,0,33,41.7999992370605,6.1420373916626
"1865",248,1,29,52.5999984741211,5.51342868804932
"1866",151,1,41,38.7999992370605,5.01727962493896
"1867",201,1,30,70.4000015258789,5.30330467224121
"1868",853,0,39,61.7000007629395,6.74875974655151
"1869",645,1,49,0,6.46925020217896
"1870",1530,1,35,0,7.33302307128906
"1871",81,1,27,67.3000030517578,4.39444923400879
"1872",1349,0,46,121.400001525879,7.20711898803711
"1873",397,0,33,52.5999984741211,5.98393630981445
"1874",124,1,46,47.4000015258789,4.82028150558472
"1875",205,0,28,67.9000015258789,5.32300996780396
"1876",266,1,49,65.8000030517578,5.58349609375
"1877",213,1,36,0,5.36129236221313
"1878",137,0,44,46.9000015258789,4.91998100280762
"1879",32,0,44,72.4000015258789,3.465735912323
"1880",183,0,29,75.5,5.20948600769043
"1881",358,0,36,51,5.88053321838379
"1882",277,1,38,60.2000007629395,5.6240177154541
"1883",457,0,48,137.800003051758,6.12468338012695
"1884",225,0,27,39.2999992370605,5.41610050201416
"1885",36,0,48,85.1999969482422,3.58351898193359
"1886",32,1,39,101,3.465735912323
